"AY.3","B.1.1.519","B.1.1.7","B.1.526","B.1.617.2","B.1.621","Other","P.1","location","C.37","A.2.5","AY.2","AY.1","B.1","P.1.1","B.1.2","B.1.214.3","B.1.621.1","C.36.3.1","B.1.628","C.36.3","B.1.1.318","B.1.626","B.1.429","date"
0,NA,0,0,0,NA,0.588235294117647,0,"FL",NA,NA,NA,NA,0.411764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-08
0,NA,0,0,0,NA,0.565217391304348,0,"FL",NA,NA,NA,NA,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-09
0,NA,0,0,0,NA,0.588235294117647,0,"FL",NA,NA,NA,NA,0.411764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-10
0,NA,0,0,0,NA,0.564102564102564,0,"FL",NA,NA,NA,NA,0.435897435897436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-11
0,NA,0,0,0,NA,0.642857142857143,0,"FL",NA,NA,NA,NA,0.357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-12
0,NA,0,0,0,NA,0.631578947368421,0,"FL",NA,NA,NA,NA,0.368421052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-13
0,NA,0,0,0,NA,0.631578947368421,0,"FL",NA,NA,NA,NA,0.368421052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-14
0,NA,0,0,0,NA,0.66,0,"FL",NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-15
0,NA,0,0,0,NA,0.723404255319149,0,"FL",NA,NA,NA,NA,0.276595744680851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-16
0,NA,0,0,0,NA,0.825,0,"FL",NA,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-17
0,NA,0,0,0,NA,0.868421052631579,0,"FL",NA,NA,NA,NA,0.131578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-18
0,NA,0,0,0,NA,0.886363636363636,0,"FL",NA,NA,NA,NA,0.113636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-19
0,NA,0,0,0,NA,0.925925925925926,0,"FL",NA,NA,NA,NA,0.0740740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-20
0,NA,0,0,0,NA,0.925925925925926,0,"FL",NA,NA,NA,NA,0.0740740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-21
0,NA,0,0,0,NA,0.903225806451613,0,"FL",NA,NA,NA,NA,0.0967741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-22
0,NA,0,0,0,NA,0.896103896103896,0,"FL",NA,NA,NA,NA,0.103896103896104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-23
0,NA,0,0,0,NA,0.891891891891892,0,"FL",NA,NA,NA,NA,0.108108108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-24
0,NA,0,0,0,NA,0.864864864864865,0,"FL",NA,NA,NA,NA,0.135135135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-25
0,NA,0,0,0,NA,0.807017543859649,0,"FL",NA,NA,NA,NA,0.192982456140351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-26
0,NA,0,0,0,NA,0.742424242424242,0,"FL",NA,NA,NA,NA,0.257575757575758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-27
0,NA,0,0,0,NA,0.72289156626506,0,"FL",NA,NA,NA,NA,0.27710843373494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-28
0,NA,0,0,0,NA,0.725490196078431,0,"FL",NA,NA,NA,NA,0.274509803921569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-29
0,NA,0,0,0,NA,0.709090909090909,0,"FL",NA,NA,NA,NA,0.290909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-30
0,NA,0,0,0,NA,0.710526315789474,0,"FL",NA,NA,NA,NA,0.289473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01
0,NA,0,0,0,NA,0.742857142857143,0,"FL",NA,NA,NA,NA,0.257142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-02
0,NA,0,0,0,NA,0.76510067114094,0,"FL",NA,NA,NA,NA,0.23489932885906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-03
0,NA,0,0,0,NA,0.793103448275862,0,"FL",NA,NA,NA,NA,0.206896551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-04
0,NA,0,0,0,NA,0.79375,0,"FL",NA,NA,NA,NA,0.20625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-05
0,NA,0,0,0,NA,0.811188811188811,0,"FL",NA,NA,NA,NA,0.188811188811189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-06
0,NA,0,0,0,NA,0.774193548387097,0,"FL",NA,NA,NA,NA,0.225806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-07
0,NA,0,0,0,NA,0.778443113772455,0,"FL",NA,NA,NA,NA,0.221556886227545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-08
0,NA,0,0,0,NA,0.778523489932886,0,"FL",NA,NA,NA,NA,0.221476510067114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-09
0,NA,0,0,0,NA,0.753424657534246,0,"FL",NA,NA,NA,NA,0.246575342465753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-10
0,NA,0,0,0,NA,0.734848484848485,0,"FL",NA,NA,NA,NA,0.265151515151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-11
0,NA,0,0,0,NA,0.735294117647059,0,"FL",NA,NA,NA,NA,0.264705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-12
0,NA,0,0,0,NA,0.740384615384615,0,"FL",NA,NA,NA,NA,0.259615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-13
0,NA,0,0,0,NA,0.823529411764706,0,"FL",NA,NA,NA,NA,0.176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-14
0,NA,0,0,0,NA,0.775193798449612,0,"FL",NA,NA,NA,NA,0.224806201550388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-15
0,NA,0,0,0,NA,0.794326241134752,0,"FL",NA,NA,NA,NA,0.205673758865248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-16
0,NA,0,0,0,NA,0.769230769230769,0,"FL",NA,NA,NA,NA,0.230769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-17
0,NA,0,0,0,NA,0.766467065868264,0,"FL",NA,NA,NA,NA,0.233532934131737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-18
0,NA,0,0,0,NA,0.76969696969697,0,"FL",NA,NA,NA,NA,0.23030303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-19
0,NA,0,0,0,NA,0.761627906976744,0,"FL",NA,NA,NA,NA,0.238372093023256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-20
0,NA,0,0,0,NA,0.748299319727891,0,"FL",NA,NA,NA,NA,0.251700680272109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-21
0,NA,0,0,0,NA,0.758169934640523,0,"FL",NA,NA,NA,NA,0.241830065359477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-22
0,NA,0,0,0,NA,0.727272727272727,0,"FL",NA,NA,NA,NA,0.272727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-23
0,NA,0,0,0,NA,0.785714285714286,0,"FL",NA,NA,NA,NA,0.214285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-24
0,NA,0,0,0,NA,0.782608695652174,0,"FL",NA,NA,NA,NA,0.217391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-25
0,NA,0,0,0,NA,0.78448275862069,0,"FL",NA,NA,NA,NA,0.21551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-26
0,NA,0,0,0,NA,0.789473684210526,0,"FL",NA,NA,NA,NA,0.210526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-27
0,NA,0,0,0,NA,0.766990291262136,0,"FL",NA,NA,NA,NA,0.233009708737864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-28
0,NA,0,0,0,NA,0.87378640776699,0,"FL",NA,NA,NA,NA,0.12621359223301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-29
0,NA,0,0,0,NA,0.854368932038835,0,"FL",NA,NA,NA,NA,0.145631067961165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-30
0,NA,0,0,0,NA,0.8515625,0,"FL",NA,NA,NA,NA,0.1484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-31
0,NA,0,0,0,NA,0.814285714285714,0,"FL",NA,NA,NA,NA,0.185714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01
0,NA,0,0,0,NA,0.8,0,"FL",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-02
0,NA,0,0,0,NA,0.8,0,"FL",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-03
0,NA,0,0,0,NA,0.796178343949045,0,"FL",NA,NA,NA,NA,0.203821656050955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-04
0,NA,0,0,0,NA,0.748148148148148,0,"FL",NA,NA,NA,NA,0.251851851851852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-05
0,NA,0,0,0,NA,0.774436090225564,0,"FL",NA,NA,NA,NA,0.225563909774436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-06
0,NA,0,0,0,NA,0.742857142857143,0,"FL",NA,NA,NA,NA,0.257142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-07
0,NA,0,0,0,NA,0.791208791208791,0,"FL",NA,NA,NA,NA,0.208791208791209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-08
0,NA,0,0,0,NA,0.816091954022989,0,"FL",NA,NA,NA,NA,0.183908045977012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-09
0,NA,0,0,0,NA,0.865671641791045,0,"FL",NA,NA,NA,NA,0.134328358208955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-10
0,NA,0,0,0,NA,0.896551724137931,0,"FL",NA,NA,NA,NA,0.103448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-11
0,NA,0,0,0,NA,0.849056603773585,0,"FL",NA,NA,NA,NA,0.150943396226415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-12
0,NA,0,0,0,NA,0.787234042553191,0,"FL",NA,NA,NA,NA,0.212765957446809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-13
0,NA,0,0,0,NA,0.75,0,"FL",NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-14
0,NA,0,0,0,NA,0.777777777777778,0,"FL",NA,NA,NA,NA,0.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-15
0,NA,0,0,0,NA,0.781818181818182,0,"FL",NA,NA,NA,NA,0.218181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-16
0,NA,0,0,0,NA,0.696428571428571,0,"FL",NA,NA,NA,NA,0.303571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-17
0,NA,0,0,0,NA,0.647887323943662,0,"FL",NA,NA,NA,NA,0.352112676056338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-18
0,NA,0,0,0,NA,0.719101123595506,0,"FL",NA,NA,NA,NA,0.280898876404494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-19
0,NA,0,0,0,NA,0.734513274336283,0,"FL",NA,NA,NA,NA,0.265486725663717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-20
0,NA,0,0,0,NA,0.730434782608696,0,"FL",NA,NA,NA,NA,0.269565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-21
0,NA,0,0,0,NA,0.719298245614035,0,"FL",NA,NA,NA,NA,0.280701754385965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-22
0,NA,0,0,0,NA,0.711711711711712,0,"FL",NA,NA,NA,NA,0.288288288288288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-23
0,NA,0,0,0,NA,0.712765957446808,0,"FL",NA,NA,NA,NA,0.287234042553192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-24
0,NA,0,0,0,NA,0.746835443037975,0,"FL",NA,NA,NA,NA,0.253164556962025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-25
0,NA,0,0,0,NA,0.724137931034483,0,"FL",NA,NA,NA,NA,0.275862068965517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-26
0,NA,0,0,0,NA,0.743589743589744,0,"FL",NA,NA,NA,NA,0.256410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-27
0,NA,0,0,0,NA,0.857142857142857,0,"FL",NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-28
0,NA,0,0,0,NA,0.842105263157895,0,"FL",NA,NA,NA,NA,0.157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-29
0,NA,0,0,0,NA,0.842105263157895,0,"FL",NA,NA,NA,NA,0.157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-30
0,NA,0,0,0,NA,0.870967741935484,0,"FL",NA,NA,NA,NA,0.129032258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-31
0,NA,0,0,0,NA,0.887096774193548,0,"FL",NA,NA,NA,NA,0.112903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-01
0,NA,0,0,0,NA,0.879310344827586,0,"FL",NA,NA,NA,NA,0.120689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-02
0,NA,0,0,0,NA,0.898305084745763,0,"FL",NA,NA,NA,NA,0.101694915254237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-03
0,NA,0,0,0,NA,0.866666666666667,0,"FL",NA,NA,NA,NA,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-04
0,NA,0,0,0,NA,0.88135593220339,0,"FL",NA,NA,NA,NA,0.11864406779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-05
0,NA,0,0,0,NA,0.883333333333333,0,"FL",NA,NA,NA,NA,0.116666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-06
0,NA,0,0,0,NA,0.864864864864865,0,"FL",NA,NA,NA,NA,0.135135135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-07
0,NA,0,0,0,NA,0.868421052631579,0,"FL",NA,NA,NA,NA,0.131578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-08
0,NA,0,0,0,NA,0.843137254901961,0,"FL",NA,NA,NA,NA,0.156862745098039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-09
0,NA,0,0,0,NA,0.796296296296296,0,"FL",NA,NA,NA,NA,0.203703703703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-10
0,NA,0,0,0,NA,0.7,0,"FL",NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-11
0,NA,0,0,0,NA,0.694915254237288,0,"FL",NA,NA,NA,NA,0.305084745762712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-12
0,NA,0,0,0,NA,0.689655172413793,0,"FL",NA,NA,NA,NA,0.310344827586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-13
0,NA,0,0,0,NA,0.763440860215054,0,"FL",NA,NA,NA,NA,0.236559139784946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-14
0,NA,0,0,0,NA,0.774509803921569,0,"FL",NA,NA,NA,NA,0.225490196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-15
0,NA,0,0,0,NA,0.792792792792793,0,"FL",NA,NA,NA,NA,0.207207207207207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-16
0,NA,0,0,0,NA,0.801801801801802,0,"FL",NA,NA,NA,NA,0.198198198198198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-17
0,NA,0,0,0,NA,0.852941176470588,0,"FL",NA,NA,NA,NA,0.147058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-18
0,NA,0,0,0,NA,0.852941176470588,0,"FL",NA,NA,NA,NA,0.147058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-19
0,NA,0,0,0,NA,0.852941176470588,0,"FL",NA,NA,NA,NA,0.147058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-20
0,NA,0,0,0,NA,0.853333333333333,0,"FL",NA,NA,NA,NA,0.146666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-21
0,NA,0,0,0,NA,0.836065573770492,0,"FL",NA,NA,NA,NA,0.163934426229508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-22
0,NA,0,0,0,NA,0.833333333333333,0,"FL",NA,NA,NA,NA,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-23
0,NA,0,0,0,NA,0.84375,0,"FL",NA,NA,NA,NA,0.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-24
0,NA,0,0,0,NA,0.916666666666667,0,"FL",NA,NA,NA,NA,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-25
0,NA,0,0,0,NA,0.916666666666667,0,"FL",NA,NA,NA,NA,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-26
0,NA,0,0,0,NA,0.92,0,"FL",NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-27
0,NA,0,0,0,NA,0.894736842105263,0,"FL",NA,NA,NA,NA,0.105263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-28
0,NA,0,0,0,NA,0.95,0,"FL",NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-29
0,NA,0,0,0,NA,0.870967741935484,0,"FL",NA,NA,NA,NA,0.129032258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-30
0,NA,0,0,0,NA,0.886363636363636,0,"FL",NA,NA,NA,NA,0.113636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01
0,NA,0,0,0,NA,0.88659793814433,0,"FL",NA,NA,NA,NA,0.11340206185567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02
0,NA,0,0,0,NA,0.88659793814433,0,"FL",NA,NA,NA,NA,0.11340206185567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-03
0,NA,0,0,0,NA,0.88659793814433,0,"FL",NA,NA,NA,NA,0.11340206185567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-04
0,NA,0,0,0,NA,0.882352941176471,0,"FL",NA,NA,NA,NA,0.117647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-05
0,NA,0,0,0,NA,0.875,0,"FL",NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-06
0,NA,0,0,0,NA,0.885964912280702,0,"FL",NA,NA,NA,NA,0.114035087719298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-07
0,NA,0,0,0,NA,0.887755102040816,0,"FL",NA,NA,NA,NA,0.112244897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-08
0,NA,0,0,0,NA,0.871794871794872,0,"FL",NA,NA,NA,NA,0.128205128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-09
0,NA,0,0,0,NA,0.878048780487805,0,"FL",NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-10
0,NA,0,0,0,NA,0.875,0,"FL",NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-11
0,NA,0,0,0,NA,0.8125,0,"FL",NA,NA,NA,NA,0.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-12
0,NA,0,0,0,NA,0.888888888888889,0,"FL",NA,NA,NA,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-13
0,NA,0,0,0,NA,0.923076923076923,0,"FL",NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-14
0,NA,0,0,0,NA,0.826086956521739,0,"FL",NA,NA,NA,NA,0.173913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-15
0,NA,0,0,0,NA,0.866666666666667,0,"FL",NA,NA,NA,NA,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-16
0,NA,0,0,0,NA,0.857142857142857,0,"FL",NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-17
0,NA,0,0,0,NA,0.857142857142857,0,"FL",NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-18
0,NA,0,0,0,NA,0.953125,0,"FL",NA,NA,NA,NA,0.046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-19
0,NA,0,0,0,NA,0.941176470588235,0,"FL",NA,NA,NA,NA,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-20
0,NA,0,0,0,NA,0.942857142857143,0,"FL",NA,NA,NA,NA,0.0571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-21
0,NA,0,0,0,NA,0.967213114754098,0,"FL",NA,NA,NA,NA,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-22
0,NA,0,0,0,NA,0.966101694915254,0,"FL",NA,NA,NA,NA,0.0338983050847458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-23
0,NA,0,0,0,NA,0.967213114754098,0,"FL",NA,NA,NA,NA,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-24
0,NA,0,0,0,NA,0.967213114754098,0,"FL",NA,NA,NA,NA,0.0327868852459016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-25
0,NA,0,0,0,NA,0.92,0,"FL",NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-26
0,NA,0,0,0,NA,0.894736842105263,0,"FL",NA,NA,NA,NA,0.105263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-27
0,NA,0,0,0,NA,0.888888888888889,0,"FL",NA,NA,NA,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-28
0,NA,0,0,0,NA,0.941176470588235,0,"FL",NA,NA,NA,NA,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-29
0,NA,0,0,0,NA,0.928571428571429,0,"FL",NA,NA,NA,NA,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-30
0,NA,0,0,0,NA,0.923076923076923,0,"FL",NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-31
0,NA,0,0,0,NA,0.923076923076923,0,"FL",NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01
0,NA,0,0,0,NA,0.923076923076923,0,"FL",NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-02
0,NA,0,0,0,NA,1,0,"FL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-03
0,NA,0,0,0,NA,0.936170212765957,0,"FL",NA,NA,NA,NA,0.0638297872340425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-04
0,NA,0,0,0,NA,0.918367346938776,0,"FL",NA,NA,NA,NA,0.0816326530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-05
0,NA,0,0,0,NA,0.918367346938776,0,"FL",NA,NA,NA,NA,0.0816326530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-06
0,NA,0,0,0,NA,0.918367346938776,0,"FL",NA,NA,NA,NA,0.0816326530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-07
0,NA,0,0,0,NA,0.918367346938776,0,"FL",NA,NA,NA,NA,0.0816326530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-08
0,NA,0,0,0,NA,0.92,0,"FL",NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-09
0,NA,0,0,0,NA,0.927272727272727,0,"FL",NA,NA,NA,NA,0.0727272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-10
0,NA,0,0,0,NA,0.941176470588235,0,"FL",NA,NA,NA,NA,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-11
0,NA,0,0,0,NA,0.967741935483871,0,"FL",NA,NA,NA,NA,0.032258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-12
0,NA,0,0,0,NA,0.958333333333333,0,"FL",NA,NA,NA,NA,0.0416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-13
0,NA,0,0,0,NA,0.957446808510638,0,"FL",NA,NA,NA,NA,0.0425531914893617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-14
0,NA,0,0,0,NA,0.958762886597938,0,"FL",NA,NA,NA,NA,0.0412371134020619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-15
0,NA,0,0,0,NA,0.950819672131147,0,"FL",NA,NA,NA,NA,0.0491803278688525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-16
0,NA,0,0,0,NA,0.952380952380952,0,"FL",NA,NA,NA,NA,0.0476190476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-17
0,NA,0,0,0,NA,0.947674418604651,0,"FL",NA,NA,NA,NA,0.0523255813953488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-18
